,Error probability,Process infidelity,Average gate infidelity,p_success,p_logical_error
0,0.0,0.0899011686369775,0.07192093490958196,0.8975830078125,0.1024169921875
1,0.0001,0.09026155515223278,0.0722092441217862,0.903076171875,0.096923828125
2,0.00025,0.09080189917927106,0.07264151934341678,0.8961181640625,0.1038818359375
3,0.0005,0.09170184493964051,0.07336147595171238,0.90185546875,0.09814453125
4,0.00075,0.09260100625290901,0.07408080500232717,0.906494140625,0.093505859375
5,0.001,0.09349938345389552,0.07479950676311642,0.9014892578125,0.0985107421875
6,0.0025,0.09887319905164926,0.07909855924131937,0.8955078125,0.1044921875
7,0.005,0.10776705225900485,0.08621364180720392,0.8895263671875,0.1104736328125
8,0.0075,0.11658306294645726,0.09326645035716585,0.8834228515625,0.1165771484375
9,0.01,0.12532156562519758,0.10025725250015805,0.872314453125,0.127685546875
10,0.025,0.17614364860531606,0.1409149188842529,0.8408203125,0.1591796875
11,0.05,0.25486951635236443,0.20389561308189152,0.7872314453125,0.2127685546875
12,0.075,0.3264133271000156,0.2611306616800124,0.73779296875,0.26220703125
13,0.1,0.3911096360701485,0.31288770885611883,0.692626953125,0.307373046875
